item_id,date,steps,sedentary,LPA,MPA,VPA,active
p16,2020-02-15,755.0,981,63,0,0,0
p16,2020-02-16,782.0,1058,56,0,0,0
p16,2020-02-17,1957.0,788,66,13,1,0
p16,2020-02-18,928.0,1032,75,0,0,0
p16,2020-02-19,1470.0,840,52,5,5,0
p16,2020-02-20,1144.0,896,87,0,0,0
p16,2020-02-21,654.0,987,55,0,0,0
p16,2020-02-22,7433.0,654,161,79,51,1
p16,2020-02-23,393.0,938,56,10,0,0
p16,2020-02-24,831.0,901,60,0,0,0
p16,2020-02-25,961.0,1056,70,0,0,0
p16,2020-02-26,1369.0,783,93,0,0,0
p16,2020-02-27,848.0,993,66,0,0,0
p16,2020-02-28,1989.0,910,91,0,0,0
p16,2020-02-29,730.0,921,59,0,0,0
p16,2020-03-01,806.0,1396,44,0,0,0
p16,2020-03-02,761.0,831,69,0,0,0
p16,2020-03-03,2489.0,810,106,8,5,0
p16,2020-03-04,685.0,1378,62,0,0,0
p16,2020-03-05,748.0,912,60,0,0,0
p16,2020-03-06,1995.0,755,83,0,0,0
p16,2020-03-07,524.0,1265,44,0,0,0
p16,2020-03-08,1241.0,608,78,0,0,0
p16,2020-03-08,1241.0,608,78,0,0,0
p16,2020-03-09,2196.0,1074,105,0,0,0
p16,2020-03-10,1398.0,1053,97,0,0,0
p16,2020-03-11,2144.0,916,95,0,0,0
p16,2020-03-12,1981.0,1023,89,0,0,0
p16,2020-03-13,493.0,763,50,0,0,0
p16,2020-03-14,334.0,1394,46,0,0,0
p16,2020-03-15,1219.0,689,85,0,0,0
p16,2020-03-16,2410.0,762,113,0,0,0
p16,2020-03-17,1263.0,982,96,0,0,0
p16,2020-03-18,2194.0,736,94,6,1,0
p16,2020-03-19,786.0,904,62,0,0,0
p16,2020-03-20,1783.0,774,62,9,5,0
p16,2020-03-21,875.0,973,66,0,0,0
p16,2020-03-22,720.0,825,60,0,0,0
p16,2020-03-23,2049.0,890,85,8,1,0
p16,2020-03-24,1179.0,809,84,0,0,0
p16,2020-03-25,2353.0,738,100,20,8,0
p16,2020-03-26,700.0,1051,49,0,0,0
p16,2020-03-27,2070.0,822,93,4,5,0
p16,2020-03-28,589.0,920,52,0,0,0
p16,2020-03-29,1714.0,830,90,0,0,0
p16,2020-03-30,1773.0,814,69,9,4,0
p16,2020-03-31,777.0,932,67,0,0,0
